company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,difficulty_score,total_seats,total_passengers,scheduled_ground_time_minutes,total_children,actual_ground_time_minutes,basic_economy_pax,time_pressure_ratio,pnr_count,minimum_turn_minutes,load_factor,children_ratio,basic_economy_ratio,ground_time_variance,avg_party_size,ground_time_efficiency
UA,881,2025-08-12,ORD,HND,0.4094704277559566,318,200,365,11,353,0,-0.5753424657534246,133,155,0.6289308176100629,0.055,0.0,-0.0328767123287671,1.5037593984962403,2.3548387096774195
OO,5748,2025-08-08,ORD,YWG,0.3992856094855218,70,68,47,3,33,1,-0.1063829787234042,49,42,0.9714285714285714,0.0441176470588235,0.0147058823529411,-0.2978723404255319,1.3877551020408163,1.119047619047619
UA,912,2025-08-07,ORD,KEF,0.3955301994618965,176,152,150,1,118,0,-0.5,95,75,0.8636363636363636,0.006578947368421,0.0,-0.2133333333333333,1.6,2.0
OO,5859,2025-08-01,ORD,BZN,0.4618101765662035,76,111,740,9,738,9,-0.954054054054054,50,34,1.4605263157894737,0.081081081081081,0.081081081081081,-0.0027027027027027,2.22,21.764705882352946
UA,980,2025-08-12,ORD,DUB,0.3911540723387749,243,193,1575,6,1596,0,-0.9047619047619048,114,150,0.7942386831275721,0.0310880829015544,0.0,0.0133333333333333,1.6929824561403508,10.5
UA,2099,2025-08-07,ORD,IAH,0.4315158477392186,179,213,110,13,122,18,-0.4909090909090909,149,56,1.1899441340782122,0.0610328638497652,0.0845070422535211,0.109090909090909,1.429530201342282,1.9642857142857144
OO,5289,2025-08-10,ORD,CRW,0.4138589839398473,50,52,69,3,58,7,-0.5797101449275363,42,29,1.04,0.0576923076923076,0.1346153846153846,-0.1594202898550724,1.238095238095238,2.3793103448275863
UA,938,2025-08-06,ORD,LHR,0.4129740281742672,167,189,245,8,440,0,-0.4081632653061224,108,145,1.1317365269461075,0.0423280423280423,0.0,0.7959183673469388,1.75,1.6896551724137931
OO,5405,2025-08-10,ORD,SCE,0.38646022486774,50,43,47,0,64,8,-0.3829787234042553,37,29,0.86,0.0,0.1860465116279069,0.3617021276595745,1.162162162162162,1.6206896551724137
UA,561,2025-08-07,ORD,MCI,0.4608813248301537,179,239,67,19,78,18,-0.1641791044776119,145,56,1.335195530726257,0.0794979079497908,0.0753138075313807,0.1641791044776119,1.6482758620689657,1.1964285714285714
UA,2243,2025-08-05,ORD,RIC,0.4166849610133907,126,134,81,6,86,11,-0.4691358024691358,90,43,1.0634920634920637,0.044776119402985,0.0820895522388059,0.0617283950617283,1.488888888888889,1.8837209302325584
UA,2147,2025-08-07,ORD,ALB,0.3806169946276851,126,132,5,3,42,13,7.6,99,43,1.0476190476190477,0.0227272727272727,0.0984848484848484,7.4,1.3333333333333333,0.1162790697674418
UA,1377,2025-08-08,ORD,MYR,0.4574646549221961,126,160,110,13,189,15,-0.6090909090909091,77,43,1.2698412698412698,0.08125,0.09375,0.7181818181818181,2.0779220779220777,2.558139534883721
UA,1010,2025-08-13,ORD,DCA,0.356262843546665,150,59,642,1,558,3,-0.9283489096573208,56,46,0.3933333333333333,0.0169491525423728,0.0508474576271186,-0.1308411214953271,1.0535714285714286,13.956521739130435
UA,1198,2025-08-14,ORD,CUN,0.4762654702303096,179,232,103,13,94,35,-0.3203883495145631,103,70,1.2960893854748603,0.0560344827586206,0.1508620689655172,-0.087378640776699,2.2524271844660197,1.4714285714285715
G7,4546,2025-08-01,ORD,AVP,0.3758245749712194,50,51,95,1,93,0,-0.6947368421052632,36,29,1.02,0.0196078431372549,0.0,-0.0210526315789473,1.4166666666666667,3.2758620689655173
UA,2004,2025-08-07,ORD,SYR,0.4079903382650748,150,150,437,3,371,18,-0.8810068649885584,108,52,1.0,0.02,0.12,-0.1510297482837528,1.3888888888888888,8.403846153846153
OO,5051,2025-08-14,ORD,LAF,0.3456555885694886,50,29,245,0,40,1,-0.8816326530612245,25,29,0.58,0.0,0.0344827586206896,-0.8367346938775511,1.16,8.448275862068966
OO,5444,2025-08-09,ORD,CID,0.3916450451783301,50,47,46,1,54,3,-0.3695652173913043,29,29,0.94,0.0212765957446808,0.0638297872340425,0.1739130434782608,1.6206896551724137,1.5862068965517242
YX,3693,2025-08-09,ORD,PIT,0.3735965133451717,76,61,160,1,172,6,-0.75625,53,39,0.8026315789473685,0.0163934426229508,0.0983606557377049,0.075,1.150943396226415,4.102564102564102
G7,4590,2025-08-02,ORD,MDT,0.4329104912748259,50,63,50,5,63,6,-0.42,43,29,1.26,0.0793650793650793,0.0952380952380952,0.26,1.4651162790697674,1.7241379310344829
OO,5219,2025-08-15,ORD,GRB,0.4533502962085778,50,71,124,5,97,7,-0.7661290322580645,38,29,1.42,0.0704225352112676,0.0985915492957746,-0.2177419354838709,1.868421052631579,4.275862068965517
UA,1803,2025-08-04,ORD,DEN,0.3780539809829422,200,209,82,5,83,4,-0.2439024390243902,180,62,1.045,0.0239234449760765,0.0191387559808612,0.0121951219512195,1.1611111111111112,1.3225806451612905
UA,2649,2025-08-02,ORD,EWR,0.4382821295888557,176,201,162,8,249,14,-0.6049382716049383,141,64,1.1420454545454546,0.0398009950248756,0.0696517412935323,0.5370370370370371,1.425531914893617,2.53125
OO,5901,2025-08-10,ORD,FAR,0.3981132028339462,76,80,47,2,33,7,-0.2765957446808511,52,34,1.0526315789473684,0.025,0.0875,-0.2978723404255319,1.5384615384615383,1.3823529411764706
OO,5470,2025-08-15,ORD,GEG,0.4012737870542548,76,86,43,2,51,8,-0.2093023255813953,56,34,1.131578947368421,0.0232558139534883,0.0930232558139534,0.1860465116279069,1.5357142857142858,1.2647058823529411
UA,2133,2025-08-07,ORD,EWR,0.3954516286950619,176,185,67,8,60,7,-0.1641791044776119,136,56,1.0511363636363635,0.0432432432432432,0.0378378378378378,-0.1044776119402985,1.3602941176470589,1.1964285714285714
UA,276,2025-08-05,ORD,IAD,0.3765989504820625,200,101,72,4,63,8,-0.1388888888888889,73,62,0.505,0.0396039603960396,0.0792079207920792,-0.125,1.3835616438356164,1.1612903225806452
UA,739,2025-08-04,ORD,BZN,0.4364394656551201,150,175,64,8,57,25,-0.28125,101,46,1.1666666666666667,0.0457142857142857,0.1428571428571428,-0.109375,1.7326732673267329,1.391304347826087
UA,467,2025-08-13,ORD,CMH,0.4175214562666756,126,147,74,5,68,7,-0.4189189189189189,95,43,1.1666666666666667,0.0340136054421768,0.0476190476190476,-0.081081081081081,1.5473684210526315,1.7209302325581397
UA,2113,2025-08-07,ORD,FSD,0.4067314783763508,179,208,28,9,137,13,3.25,136,119,1.1620111731843576,0.0432692307692307,0.0625,3.892857142857143,1.5294117647058822,0.2352941176470588
UA,1830,2025-08-04,ORD,DSM,0.4107961284468088,150,152,58,5,67,15,-0.2068965517241379,107,46,1.0133333333333334,0.0328947368421052,0.0986842105263157,0.1551724137931034,1.4205607476635511,1.2608695652173914
UA,845,2025-08-15,ORD,GRU,0.4192187940094795,318,314,385,9,354,2,-0.5974025974025974,229,155,0.9874213836477987,0.0286624203821656,0.0063694267515923,-0.0805194805194805,1.37117903930131,2.4838709677419355
UA,1525,2025-08-06,ORD,AUS,0.4239502887809689,126,146,71,10,81,9,-0.2816901408450704,98,51,1.1587301587301588,0.0684931506849315,0.0616438356164383,0.1408450704225352,1.489795918367347,1.392156862745098
OO,5215,2025-08-12,ORD,LNK,0.3938645082242767,50,46,74,0,52,5,-0.6081081081081081,40,29,0.92,0.0,0.108695652173913,-0.2972972972972973,1.15,2.5517241379310347
UA,2666,2025-08-01,ORD,DEN,0.4359715545161599,200,229,301,6,327,40,-0.7940199335548173,143,62,1.145,0.0262008733624454,0.1746724890829694,0.0863787375415282,1.6013986013986017,4.854838709677419
YX,3604,2025-08-14,ORD,CMH,0.3792071192715918,76,80,49,2,45,3,-0.2040816326530612,64,39,1.0526315789473684,0.025,0.0375,-0.0816326530612244,1.25,1.2564102564102564
OO,5118,2025-08-09,ORD,PLN,0.3833036704278924,50,41,57,1,66,2,-0.4912280701754385,31,29,0.82,0.024390243902439,0.048780487804878,0.1578947368421052,1.3225806451612905,1.9655172413793105
UA,1830,2025-08-11,ORD,DSM,0.3873364324725623,150,157,58,2,80,3,-0.2068965517241379,92,46,1.0466666666666666,0.0127388535031847,0.019108280254777,0.3793103448275862,1.7065217391304348,1.2608695652173914
UA,1899,2025-08-13,ORD,YYC,0.4693402883094107,126,162,-9,10,55,20,0.0,84,52,1.2857142857142858,0.0617283950617283,0.1234567901234567,0.0,1.9285714285714288,-0.173076923076923
UA,1677,2025-08-02,ORD,BOS,0.44646700667475,166,219,64,16,91,18,-0.203125,117,51,1.319277108433735,0.0730593607305936,0.0821917808219178,0.421875,1.871794871794872,1.2549019607843137
UA,2616,2025-08-10,ORD,PDX,0.4246582593358684,166,186,113,9,180,19,-0.5486725663716814,120,51,1.120481927710843,0.0483870967741935,0.1021505376344086,0.5929203539823009,1.55,2.215686274509804
UA,1525,2025-08-05,ORD,AUS,0.3789937221049118,126,122,79,3,90,3,-0.4556962025316455,90,43,0.9682539682539684,0.0245901639344262,0.0245901639344262,0.1392405063291139,1.3555555555555556,1.837209302325581
UA,1899,2025-08-11,ORD,YYC,0.4400932629092774,126,133,103,6,117,15,-0.4951456310679611,69,52,1.0555555555555556,0.0451127819548872,0.112781954887218,0.1359223300970873,1.9275362318840576,1.9807692307692308
UA,275,2025-08-13,ORD,RAP,0.4554594473549942,150,163,1231,7,1401,13,-0.9626320064987814,81,46,1.086666666666667,0.0429447852760736,0.0797546012269938,0.1380991064175467,2.0123456790123457,26.76086956521739
OO,5795,2025-08-12,ORD,TUL,0.3621068520316342,76,63,55,0,80,6,-0.3818181818181818,61,34,0.8289473684210527,0.0,0.0952380952380952,0.4545454545454545,1.0327868852459017,1.6176470588235294
UA,2113,2025-08-11,ORD,FSD,0.4159048498099681,179,171,133,5,220,17,-0.1052631578947368,115,119,0.9553072625698324,0.0292397660818713,0.0994152046783625,0.6541353383458647,1.4869565217391305,1.1176470588235294
UA,2440,2025-08-14,ORD,LAS,0.3957251377151371,179,176,67,2,80,27,-0.044776119402985,121,64,0.9832402234636872,0.0113636363636363,0.1534090909090909,0.1940298507462686,1.4545454545454546,1.046875
UA,600,2025-08-14,ORD,LAS,0.4068210901383456,179,169,86,2,109,23,-0.3488372093023256,113,56,0.9441340782122905,0.0118343195266272,0.136094674556213,0.2674418604651162,1.4955752212389382,1.5357142857142858
G7,4425,2025-08-04,ORD,GRR,0.3793383602927099,50,50,149,0,173,2,-0.8053691275167785,44,29,1.0,0.0,0.04,0.1610738255033557,1.1363636363636365,5.137931034482759
UA,2618,2025-08-12,ORD,STL,0.4265361158018457,150,150,89,8,121,8,-0.4831460674157303,107,46,1.0,0.0533333333333333,0.0533333333333333,0.3595505617977528,1.4018691588785046,1.934782608695652
YX,3694,2025-08-01,ORD,ROC,0.3918086244271095,76,88,75,3,37,2,-0.5466666666666666,62,34,1.1578947368421053,0.034090909090909,0.0227272727272727,-0.5066666666666667,1.4193548387096775,2.2058823529411766
OO,5737,2025-08-11,ORD,OMA,0.4284745050697162,76,66,57,3,45,18,-0.4035087719298245,48,34,0.868421052631579,0.0454545454545454,0.2727272727272727,-0.2105263157894736,1.375,1.6764705882352942
OO,5447,2025-08-01,ORD,PVD,0.3844442040969578,70,78,206,2,226,0,-0.8349514563106796,51,34,1.1142857142857143,0.0256410256410256,0.0,0.0970873786407767,1.5294117647058822,6.0588235294117645
UA,1975,2025-08-06,ORD,ATL,0.389815934200836,126,115,527,3,555,7,-0.918406072106262,84,43,0.9126984126984128,0.0260869565217391,0.0608695652173913,0.0531309297912713,1.369047619047619,12.255813953488373
UA,2148,2025-08-07,ORD,SAT,0.3799773440395,150,120,60,3,58,8,-0.2333333333333333,89,46,0.8,0.025,0.0666666666666666,-0.0333333333333333,1.348314606741573,1.3043478260869563
UA,1485,2025-08-13,ORD,SEA,0.4540328259527177,179,212,58,8,105,26,-0.0344827586206896,116,56,1.1843575418994414,0.0377358490566037,0.1226415094339622,0.8103448275862069,1.827586206896552,1.0357142857142858
UA,2658,2025-08-12,ORD,SMF,0.4145263225463803,179,166,78,7,92,14,-0.282051282051282,117,56,0.9273743016759776,0.0421686746987951,0.0843373493975903,0.1794871794871795,1.4188034188034189,1.3928571428571428
OO,5051,2025-08-10,ORD,LAF,0.3508049367286194,50,15,72,0,48,2,-0.5972222222222222,12,29,0.3,0.0,0.1333333333333333,-0.3333333333333333,1.25,2.4827586206896552
OO,5964,2025-08-01,ORD,CID,0.4015835968479258,76,79,42,3,34,8,-0.1904761904761904,54,34,1.0394736842105263,0.0379746835443038,0.1012658227848101,-0.1904761904761904,1.462962962962963,1.2352941176470589
UA,1224,2025-08-09,ORD,LAX,0.4832264390185349,179,242,828,17,848,50,-0.856280193236715,125,119,1.3519553072625698,0.0702479338842975,0.2066115702479339,0.0241545893719806,1.936,6.957983193277311
UA,1616,2025-08-01,ORD,GRR,0.4096837251406538,126,143,90,5,100,15,-0.5222222222222223,96,43,1.1349206349206349,0.0349650349650349,0.1048951048951049,0.1111111111111111,1.4895833333333333,2.0930232558139537
G7,4558,2025-08-06,ORD,XNA,0.3535871334862414,50,48,58,0,53,1,-0.5,47,29,0.96,0.0,0.0208333333333333,-0.0862068965517241,1.0212765957446808,2.0
OO,5124,2025-08-05,ORD,EAU,0.4247438535195171,50,57,63,2,40,10,-0.5396825396825397,39,29,1.14,0.0350877192982456,0.175438596491228,-0.365079365079365,1.4615384615384617,2.1724137931034484
OO,5980,2025-08-09,ORD,GTF,0.4229226452748079,76,93,40,7,60,3,-0.15,59,34,1.2236842105263157,0.075268817204301,0.032258064516129,0.5,1.576271186440678,1.1764705882352942
OO,5852,2025-08-05,ORD,HSV,0.3973244442806063,76,68,85,2,87,8,-0.6,54,34,0.8947368421052632,0.0294117647058823,0.1176470588235294,0.0235294117647058,1.2592592592592593,2.5
YX,3568,2025-08-08,ORD,YYZ,0.3938314759313366,76,86,68,3,81,3,-0.3823529411764705,66,42,1.131578947368421,0.0348837209302325,0.0348837209302325,0.1911764705882352,1.303030303030303,1.619047619047619
G7,4387,2025-08-03,ORD,CID,0.420098264370401,50,53,96,2,106,9,-0.6979166666666666,39,29,1.06,0.0377358490566037,0.1698113207547169,0.1041666666666666,1.358974358974359,3.310344827586207
OO,5585,2025-08-12,ORD,ATW,0.3928232496305885,50,54,53,2,99,2,-0.4528301886792453,38,29,1.08,0.037037037037037,0.037037037037037,0.8679245283018868,1.4210526315789471,1.827586206896552
G7,4476,2025-08-08,ORD,CAE,0.3771390395893362,50,51,49,0,61,5,-0.4081632653061224,42,29,1.02,0.0,0.0980392156862745,0.2448979591836734,1.2142857142857142,1.6896551724137931
G7,4186,2025-08-14,ORD,MLI,0.3870354121176537,50,46,90,1,33,3,-0.6777777777777778,34,29,0.92,0.0217391304347826,0.0652173913043478,-0.6333333333333333,1.3529411764705883,3.103448275862069
UA,2343,2025-08-03,ORD,IND,0.3935671494769885,179,176,72,3,127,13,-0.2222222222222222,142,56,0.9832402234636872,0.0170454545454545,0.0738636363636363,0.7638888888888888,1.2394366197183098,1.2857142857142858
G7,4611,2025-08-06,ORD,MDT,0.391909976846273,50,45,1155,1,1162,2,-0.9748917748917748,39,29,0.9,0.0222222222222222,0.0444444444444444,0.006060606060606,1.1538461538461535,39.82758620689656
UA,2665,2025-08-01,ORD,IAH,0.4116586732057823,179,216,72,10,72,13,-0.2222222222222222,134,56,1.2067039106145252,0.0462962962962962,0.0601851851851851,0.0,1.611940298507463,1.2857142857142858
UA,2182,2025-08-08,ORD,PHL,0.4390507692537071,150,181,93,10,234,20,-0.5053763440860215,117,46,1.2066666666666668,0.0552486187845303,0.1104972375690607,1.5161290322580645,1.547008547008547,2.0217391304347827
UA,2481,2025-08-15,ORD,SYR,0.4488835699336586,150,185,-56,11,45,23,0.0,122,46,1.2333333333333334,0.0594594594594594,0.1243243243243243,0.0,1.5163934426229508,-1.2173913043478262
UA,2243,2025-08-08,ORD,RIC,0.4133792965749006,150,172,86,6,84,11,-0.4651162790697674,93,46,1.1466666666666667,0.0348837209302325,0.063953488372093,-0.0232558139534883,1.8494623655913975,1.8695652173913044
UA,2691,2025-08-10,ORD,EWR,0.4158866289106614,179,201,74,7,89,20,-0.2432432432432432,137,56,1.1229050279329609,0.0348258706467661,0.099502487562189,0.2027027027027027,1.467153284671533,1.3214285714285714
UA,2154,2025-08-09,ORD,ROC,0.4260654126742854,179,191,123,12,192,12,-0.032520325203252,103,119,1.067039106145251,0.06282722513089,0.06282722513089,0.5609756097560976,1.854368932038835,1.0336134453781514
UA,2254,2025-08-14,ORD,PDX,0.4149615200957022,200,217,30,8,82,28,1.0666666666666669,144,62,1.085,0.0368663594470046,0.1290322580645161,1.7333333333333334,1.5069444444444444,0.4838709677419355
OO,5874,2025-08-10,ORD,PIA,0.3804249548309878,50,44,66,1,67,2,-0.5606060606060606,32,29,0.88,0.0227272727272727,0.0454545454545454,0.0151515151515151,1.375,2.2758620689655173
UA,1306,2025-08-11,ORD,TPA,0.4315108967639162,179,222,90,11,97,20,-0.3111111111111111,143,62,1.2402234636871508,0.0495495495495495,0.09009009009009,0.0777777777777777,1.5524475524475525,1.4516129032258065
UA,938,2025-08-01,ORD,LHR,0.4373873392779936,167,205,245,13,226,0,-0.4081632653061224,103,145,1.2275449101796407,0.0634146341463414,0.0,-0.0775510204081632,1.9902912621359223,1.6896551724137931
UA,2144,2025-08-13,ORD,YYZ,0.3973909985064277,126,133,76,2,66,12,-0.3157894736842105,92,52,1.0555555555555556,0.0150375939849624,0.0902255639097744,-0.131578947368421,1.4456521739130437,1.4615384615384617
G7,4590,2025-08-11,ORD,MDT,0.3580648684393312,50,50,2660,0,2719,1,-0.9890977443609024,48,29,1.0,0.0,0.02,0.0221804511278195,1.0416666666666667,91.72413793103448
UA,1502,2025-08-12,ORD,RDU,0.432283701491458,179,184,75,9,441,22,-0.2533333333333333,115,56,1.0279329608938548,0.0489130434782608,0.1195652173913043,4.88,1.6,1.3392857142857142
OO,5499,2025-08-14,ORD,SBN,0.3824847498179379,50,41,149,2,138,1,-0.8053691275167785,30,29,0.82,0.048780487804878,0.024390243902439,-0.0738255033557047,1.3666666666666667,5.137931034482759
OO,5045,2025-08-06,ORD,RHI,0.3768192087168308,50,51,-15,2,35,0,0.0,39,29,1.02,0.0392156862745098,0.0,0.0,1.3076923076923077,-0.5172413793103449
G7,4188,2025-08-05,ORD,GSO,0.4201137925462673,50,53,127,3,126,8,-0.7716535433070866,40,29,1.06,0.0566037735849056,0.1509433962264151,-0.0078740157480314,1.325,4.379310344827586
UA,669,2025-08-07,ORD,AUS,0.4364310507459097,166,103,440,5,301,13,-0.884090909090909,73,51,0.6204819277108434,0.0485436893203883,0.1262135922330097,-0.3159090909090909,1.4109589041095891,8.627450980392156
G7,4452,2025-08-09,ORD,RIC,0.4273870656389924,50,51,58,3,63,3,-0.5,34,29,1.02,0.0588235294117647,0.0588235294117647,0.0862068965517241,1.5,2.0
OO,5376,2025-08-08,ORD,LEX,0.3905231615313112,70,57,77,2,58,5,-0.5584415584415584,43,34,0.8142857142857143,0.0350877192982456,0.087719298245614,-0.2467532467532467,1.3255813953488371,2.264705882352941
OO,5668,2025-08-14,ORD,MKE,0.4054567641722244,50,54,40,2,44,1,-0.275,37,29,1.08,0.037037037037037,0.0185185185185185,0.1,1.4594594594594594,1.3793103448275863
OO,5930,2025-08-11,ORD,FAR,0.356166026816083,50,41,1118,0,989,2,-0.9740608228980322,38,29,0.82,0.0,0.048780487804878,-0.1153846153846153,1.0789473684210529,38.55172413793103
UA,1097,2025-08-02,ORD,DCA,0.4027209948024957,126,142,-22,7,45,4,0.0,85,43,1.126984126984127,0.0492957746478873,0.028169014084507,0.0,1.6705882352941177,-0.5116279069767442
OO,5051,2025-08-06,ORD,LAF,0.3141965571145276,50,9,58,0,101,0,-0.5,9,29,0.18,0.0,0.0,0.7413793103448276,1.0,2.0
UA,1741,2025-08-08,ORD,JAC,0.4070259211957819,126,140,107,5,131,8,-0.5981308411214953,87,43,1.1111111111111112,0.0357142857142857,0.0571428571428571,0.2242990654205607,1.6091954022988506,2.488372093023256
UA,1113,2025-08-13,ORD,ALB,0.4214340867659141,166,162,66,9,44,9,-0.2272727272727272,108,51,0.9759036144578314,0.0555555555555555,0.0555555555555555,-0.3333333333333333,1.5,1.2941176470588236
UA,2347,2025-08-08,ORD,CLE,0.3747771735136584,166,124,4,6,54,13,11.75,81,51,0.7469879518072289,0.0483870967741935,0.1048387096774193,12.5,1.530864197530864,0.0784313725490196
OO,5219,2025-08-13,ORD,GRB,0.4389106520029725,50,52,104,5,86,6,-0.7211538461538461,33,29,1.04,0.0961538461538461,0.1153846153846153,-0.173076923076923,1.5757575757575757,3.586206896551724
G7,4458,2025-08-03,ORD,LIT,0.3776270970242795,50,50,42,0,54,3,-0.3095238095238095,40,29,1.0,0.0,0.06,0.2857142857142857,1.25,1.4482758620689655
G7,4517,2025-08-07,ORD,SCE,0.4098439332449299,50,58,127,2,140,8,-0.7716535433070866,46,29,1.16,0.0344827586206896,0.1379310344827586,0.1023622047244094,1.2608695652173914,4.379310344827586
UA,2179,2025-08-03,ORD,SFO,0.455216172627257,234,299,75,19,106,7,-0.12,189,66,1.2777777777777777,0.0635451505016722,0.0234113712374581,0.4133333333333333,1.582010582010582,1.1363636363636365
UA,265,2025-08-03,ORD,YYZ,0.4063195889399988,126,116,65,6,57,9,-0.2,76,52,0.9206349206349206,0.0517241379310344,0.0775862068965517,-0.123076923076923,1.5263157894736843,1.25
OO,5392,2025-08-04,ORD,OKC,0.3640172486833546,76,72,41,1,44,1,-0.1707317073170731,60,34,0.9473684210526316,0.0138888888888888,0.0138888888888888,0.073170731707317,1.2,1.2058823529411764
YX,3468,2025-08-05,ORD,BGR,0.4119945037277799,76,69,47,4,59,3,-0.2765957446808511,42,34,0.9078947368421052,0.0579710144927536,0.0434782608695652,0.2553191489361702,1.6428571428571428,1.3823529411764706
UA,2677,2025-08-14,ORD,IAD,0.3837673482185735,176,184,246,3,290,8,-0.5040650406504065,159,122,1.0454545454545454,0.0163043478260869,0.0434782608695652,0.1788617886178861,1.1572327044025157,2.0163934426229506
UA,972,2025-08-13,ORD,BRU,0.5206919093905811,318,382,155,20,195,0,0.0,204,155,1.20125786163522,0.0523560209424083,0.0,0.2580645161290322,1.8725490196078431,1.0
UA,503,2025-08-02,ORD,DEN,0.453789549765497,231,288,75,21,113,20,0.0933333333333333,181,82,1.2467532467532467,0.0729166666666666,0.0694444444444444,0.5066666666666667,1.591160220994475,0.9146341463414634
UA,664,2025-08-14,ORD,LGA,0.3643658537081595,166,180,3,4,63,13,16.0,143,51,1.0843373493975903,0.0222222222222222,0.0722222222222222,20.0,1.2587412587412588,0.0588235294117647
UA,2627,2025-08-10,ORD,MSP,0.4316120815838938,179,211,104,9,57,36,-0.4615384615384615,131,56,1.1787709497206704,0.0426540284360189,0.1706161137440758,-0.4519230769230769,1.6106870229007633,1.8571428571428568
UA,1658,2025-08-08,ORD,EWR,0.4044366460317009,179,184,504,4,504,28,-0.8888888888888888,138,56,1.0279329608938548,0.0217391304347826,0.1521739130434782,0.0,1.3333333333333333,9.0
UA,1983,2025-08-07,ORD,LAX,0.4045724341392075,179,203,11,8,58,10,4.090909090909091,116,56,1.1340782122905029,0.0394088669950738,0.0492610837438423,4.2727272727272725,1.75,0.1964285714285714
UA,953,2025-08-10,ORD,MUC,0.4205897253421855,243,197,715,9,747,0,-0.8671328671328671,127,95,0.8106995884773662,0.0456852791878172,0.0,0.0447552447552447,1.5511811023622046,7.526315789473684
YX,3498,2025-08-06,ORD,CVG,0.3799199473504695,76,70,50,1,69,8,-0.32,63,34,0.9210526315789472,0.0142857142857142,0.1142857142857142,0.38,1.1111111111111112,1.4705882352941178
OO,5353,2025-08-10,ORD,GRR,0.4085599992327188,50,57,75,2,54,3,-0.6133333333333333,35,29,1.14,0.0350877192982456,0.0526315789473684,-0.28,1.6285714285714286,2.586206896551724
OO,5320,2025-08-08,ORD,MKE,0.380980750644857,50,48,50,0,37,7,-0.42,45,29,0.96,0.0,0.1458333333333333,-0.26,1.0666666666666669,1.7241379310344829
G7,4584,2025-08-10,ORD,TUL,0.3777139602024731,50,49,72,1,41,1,-0.5972222222222222,37,29,0.98,0.0204081632653061,0.0204081632653061,-0.4305555555555556,1.3243243243243243,2.4827586206896552
UA,938,2025-08-15,ORD,LHR,0.4065991182123092,167,190,435,6,497,0,-0.6666666666666666,123,145,1.1377245508982037,0.031578947368421,0.0,0.1425287356321839,1.5447154471544715,3.0
OO,5230,2025-08-11,ORD,CRW,0.3680809434851149,50,52,45,0,34,1,-0.3555555555555555,49,29,1.04,0.0,0.0192307692307692,-0.2444444444444444,1.0612244897959184,1.5517241379310345
YX,3635,2025-08-14,ORD,MSN,0.4032470664113341,76,72,55,1,85,15,-0.3818181818181818,55,34,0.9473684210526316,0.0138888888888888,0.2083333333333333,0.5454545454545454,1.309090909090909,1.6176470588235294
UA,1100,2025-08-02,ORD,PDX,0.4902317132278374,179,252,457,22,459,51,-0.8774617067833698,114,56,1.4078212290502794,0.0873015873015873,0.2023809523809523,0.0043763676148796,2.210526315789474,8.160714285714286
UA,1413,2025-08-04,ORD,LGA,0.3804290326535053,166,168,94,2,89,14,-0.4574468085106383,135,51,1.0120481927710845,0.0119047619047619,0.0833333333333333,-0.0531914893617021,1.2444444444444445,1.843137254901961
UA,2337,2025-08-12,ORD,IAD,0.4417227348445932,179,216,73,10,104,10,-0.2328767123287671,145,56,1.2067039106145252,0.0462962962962962,0.0462962962962962,0.4246575342465753,1.4896551724137932,1.3035714285714286
UA,1576,2025-08-15,ORD,LGA,0.3809300953997985,166,92,97,1,99,18,-0.4742268041237113,71,51,0.5542168674698795,0.0108695652173913,0.1956521739130435,0.0206185567010309,1.295774647887324,1.9019607843137252
UA,2364,2025-08-12,ORD,CMH,0.4003099934167609,166,117,59,5,90,13,-0.135593220338983,87,51,0.7048192771084337,0.0427350427350427,0.1111111111111111,0.5254237288135594,1.3448275862068966,1.156862745098039
UA,2369,2025-08-14,ORD,AUS,0.3741829095413229,179,127,65,2,51,13,-0.1384615384615384,98,56,0.7094972067039106,0.0157480314960629,0.1023622047244094,-0.2153846153846154,1.2959183673469388,1.1607142857142858
UA,1502,2025-08-05,ORD,RDU,0.4132241893369138,179,195,75,10,80,15,-0.2533333333333333,121,56,1.089385474860335,0.0512820512820512,0.0769230769230769,0.0666666666666666,1.6115702479338845,1.3392857142857142
UA,1492,2025-08-01,ORD,CMH,0.4178736687046345,166,154,63,8,82,6,-0.1904761904761904,91,51,0.927710843373494,0.0519480519480519,0.0389610389610389,0.3015873015873015,1.6923076923076923,1.2352941176470589
UA,1144,2025-08-05,ORD,ONT,0.4445269758660799,126,156,24,7,54,24,0.7916666666666666,84,43,1.238095238095238,0.0448717948717948,0.1538461538461538,1.25,1.8571428571428568,0.5581395348837209
UA,2672,2025-08-02,ORD,PNS,0.5042258924597417,126,186,156,19,147,2,-0.7243589743589743,81,43,1.4761904761904765,0.1021505376344086,0.010752688172043,-0.0576923076923076,2.2962962962962963,3.627906976744186
OO,5646,2025-08-15,ORD,ATW,0.399531948938211,50,52,114,2,114,6,-0.7456140350877193,46,29,1.04,0.0384615384615384,0.1153846153846153,0.0,1.1304347826086956,3.931034482758621
OO,5344,2025-08-14,ORD,MBS,0.4067189951687853,50,49,190,0,34,7,-0.8473684210526315,39,29,0.98,0.0,0.1428571428571428,-0.8210526315789474,1.2564102564102564,6.551724137931035
